,sex,row_number,liters_drunk,drink,check_number,label,age_children,age_adults,age_elderly,morning,day,evening
213,0.0,64.0,0.0,0,3133,1,,,55.0,True,False,False
214,,56.0,3.0,1,7838,0,,,75.0,False,True,False
215,,100.0,2.484941745438558,0,8490,1,,,67.0,False,True,False
216,0.0,20.0,0.0,1,3653,1,,,68.0,True,False,False
217,0.0,4.0,4.0,0,4122,1,,,63.0,True,False,False
218,1.0,89.0,4.0,1,4605,1,,,51.0,True,False,False
219,1.0,35.0,3.0,0,341,1,,45.0,,False,True,False
220,1.0,7.0,2.0,1,9467,0,,,69.0,True,False,False
221,1.0,86.0,4.0,1,223,1,,34.0,,True,False,False
222,1.0,14.0,5.0,1,3641,1,,45.0,,True,False,False
223,1.0,64.0,3.0,0,8099,0,,,62.0,True,False,False
224,1.0,42.0,1.0,0,1160,0,,,64.0,True,False,False
225,1.0,57.0,3.0,1,7139,1,,23.0,,False,False,True
226,,39.0,0.0,1,1703,1,,28.0,,True,False,False
227,,85.0,4.0,1,8100,1,,29.0,,True,False,False
228,1.0,75.0,0.0,0,7807,1,,18.0,,False,False,True
229,0.0,95.0,4.0,1,3321,1,,24.0,,False,False,True
230,0.0,54.0,2.0,0,31,1,11.0,,,False,True,False
231,,56.0,1.0,0,1299,1,12.0,,,False,False,True
232,0.0,64.0,0.0,1,8879,1,,22.0,,True,False,False
233,1.0,36.0,0.0,1,1165,0,,22.0,,False,False,True
234,,94.0,4.0,0,1642,0,10.0,,,False,False,True
235,1.0,64.0,1.0,0,1699,0,,23.0,,True,False,False
236,,43.0,2.0,0,1744,1,,34.0,,False,True,False
237,0.0,72.0,3.0,0,1988,0,,,64.0,True,False,False
238,0.0,42.0,0.0,1,4879,1,,47.0,,False,False,True
239,0.0,55.0,4.0,0,4386,0,,,62.0,False,False,True
240,,22.0,2.0,0,3940,0,,37.0,,False,False,True
241,1.0,95.0,0.0,0,4529,1,14.0,,,True,False,False
242,1.0,94.0,4.0,1,9452,0,,,52.0,False,True,False
243,1.0,31.0,0.0,0,7612,0,,,62.0,False,True,False
244,0.0,99.0,0.0,0,562,1,,22.0,,False,True,False
245,1.0,66.0,2.0,0,9291,1,,,69.0,True,False,False
246,1.0,22.0,0.0,1,4102,1,,,79.0,False,True,False
247,0.0,84.0,0.0,1,9249,1,,,72.0,False,True,False
248,,65.0,2.0,0,3369,0,,42.0,,True,False,False
249,1.0,93.0,0.0,1,8858,0,,25.0,,False,False,True
250,0.0,97.0,5.0,0,8872,0,,38.0,,True,False,False
251,1.0,62.0,5.0,1,15,1,,,58.0,True,False,False
252,1.0,74.0,3.0,0,5352,0,,,78.0,False,False,True
253,,82.0,0.0,1,3088,1,,30.0,,True,False,False
254,0.0,87.0,1.0,1,9201,1,,49.0,,True,False,False
255,1.0,77.0,4.0,0,3619,1,16.0,,,True,False,False
256,,54.0,2.0,1,5341,0,,,73.0,False,True,False
257,0.0,79.0,0.0,1,2814,0,,,62.0,False,True,False
258,0.0,34.0,3.0,0,4853,0,,30.0,,False,True,False
259,1.0,81.0,0.0,1,4028,1,,45.0,,False,False,True
260,1.0,16.0,5.0,1,7221,1,,43.0,,True,False,False
261,,75.0,2.0,1,4542,1,,41.0,,True,False,False
262,,47.0,3.0,0,975,1,,28.0,,True,False,False
263,0.0,35.0,3.0,1,1379,1,,38.0,,True,False,False
264,,49.0,4.0,0,2616,1,,26.0,,True,False,False
265,,56.0,3.0,1,6989,1,,38.0,,False,True,False
266,1.0,4.0,4.0,0,7259,1,,,70.0,True,False,False
267,1.0,7.0,5.0,1,4854,1,,47.0,,False,False,True
268,1.0,6.0,1.0,0,6746,1,,27.0,,True,False,False
269,0.0,4.0,3.0,0,5834,0,,,51.0,False,False,True
270,1.0,2.0,1.0,0,6826,1,,25.0,,False,False,True
271,0.0,42.0,4.0,1,3698,1,,48.0,,False,True,False
272,,35.0,4.0,0,7400,1,,18.0,,False,False,True
273,1.0,62.0,0.0,0,4676,1,11.0,,,False,False,True
274,1.0,27.0,0.0,0,4673,1,,48.0,,False,True,False
275,1.0,93.0,1.0,1,8377,1,,44.0,,True,False,False
276,1.0,69.0,5.0,1,4076,1,,,61.0,False,True,False
277,1.0,38.0,3.0,1,4980,0,,26.0,,False,False,True
278,,33.0,0.0,1,7219,1,,25.0,,True,False,False
279,,43.0,2.0,0,8486,0,,50.0,,False,True,False
280,,69.0,4.0,0,5429,1,,37.0,,False,False,True
281,,50.0,4.0,0,6133,1,,34.0,,False,True,False
282,0.0,96.0,2.0,0,426,0,,,74.0,False,True,False
283,,13.0,1.0,0,5807,0,,,78.0,False,False,True
284,0.0,50.0,3.0,1,4204,0,,,73.0,False,False,True
285,,100.0,4.0,0,5610,1,,44.0,,False,True,False
286,1.0,67.0,0.0,1,7754,1,,,61.0,False,True,False
287,,96.0,1.0,1,1934,0,,,75.0,True,False,False
288,1.0,78.0,2.484941745438558,1,8091,0,,,79.0,False,True,False
289,,32.0,2.0,1,328,1,,,56.0,False,True,False
290,,96.0,4.0,0,7111,1,13.0,,,True,False,False
291,1.0,74.0,5.0,1,4588,0,,,51.0,False,False,True
292,,7.0,2.484941745438558,0,1180,1,16.0,,,True,False,False
293,1.0,20.0,0.0,1,1919,1,,,66.0,False,False,True
294,,95.0,0.0,0,5486,0,,18.0,,False,False,True
295,0.0,42.0,0.0,0,6891,0,,18.0,,True,False,False
296,1.0,17.0,5.0,0,4448,0,,34.0,,True,False,False
297,1.0,24.0,4.0,1,2022,0,,,53.0,False,True,False
298,1.0,52.0,5.0,0,1925,1,,24.0,,True,False,False
299,0.0,70.0,0.0,1,4626,1,,,72.0,True,False,False
300,,78.0,5.0,0,7105,1,15.0,,,False,True,False
301,1.0,65.0,1.0,0,2145,0,,42.0,,False,False,True
302,1.0,52.0,2.484941745438558,0,4201,1,15.0,,,False,True,False
303,0.0,96.0,2.0,1,7376,0,,41.0,,False,True,False
304,1.0,29.0,0.0,1,316,1,,,64.0,True,False,False
305,0.0,42.0,2.0,1,5432,0,,45.0,,False,False,True
306,,43.0,3.0,0,2571,1,,47.0,,False,False,True
307,1.0,76.0,1.0,0,960,0,,24.0,,True,False,False
308,,62.0,4.0,0,9355,0,,29.0,,False,False,True
309,,22.0,2.484941745438558,0,689,0,,44.0,,False,True,False
310,0.0,94.0,2.484941745438558,0,3715,0,,,61.0,False,True,False
311,0.0,80.0,1.0,1,2203,1,,42.0,,True,False,False
312,,74.0,4.0,1,2056,1,,38.0,,False,False,True
313,1.0,61.0,2.484941745438558,0,5479,0,,48.0,,False,True,False
314,0.0,53.0,2.484941745438558,0,4113,1,,29.0,,True,False,False
315,,53.0,2.0,1,8501,1,,,52.0,False,False,True
316,0.0,55.0,5.0,0,1126,0,,36.0,,False,True,False
317,0.0,52.0,0.0,1,8167,0,,,58.0,False,True,False
318,,63.0,3.0,1,1449,0,,41.0,,True,False,False
319,1.0,31.0,4.0,0,9486,1,,37.0,,True,False,False
320,1.0,69.0,2.0,1,5954,1,,,66.0,True,False,False
321,,95.0,5.0,0,1045,1,,44.0,,False,True,False
322,1.0,48.0,4.0,0,3534,0,10.0,,,True,False,False
323,0.0,10.0,4.0,1,3274,1,,,75.0,False,False,True
324,,0.0,2.484941745438558,0,8999,0,,,78.0,True,False,False
325,1.0,76.0,5.0,0,6094,1,14.0,,,False,False,True
326,0.0,38.0,2.0,1,6488,1,,31.0,,False,True,False
327,1.0,60.0,4.0,0,3246,1,,,57.0,False,False,True
328,1.0,73.0,5.0,0,2410,1,16.0,,,True,False,False
329,1.0,37.0,5.0,1,1069,1,,,51.0,True,False,False
330,0.0,1.0,5.0,0,8251,1,,,56.0,False,True,False
331,1.0,29.0,5.0,1,9898,1,,37.0,,False,False,True
332,0.0,84.0,0.0,0,8195,0,,,63.0,True,False,False
333,1.0,12.0,5.0,0,9141,0,,26.0,,False,True,False
334,,64.0,5.0,0,8983,0,,,72.0,True,False,False
335,0.0,35.0,2.0,1,5641,1,,,58.0,False,False,True
336,1.0,66.0,3.0,0,6879,0,,,73.0,False,True,False
337,1.0,20.0,1.0,1,9838,0,,,69.0,False,False,True
338,1.0,83.0,1.0,1,8715,1,,46.0,,False,False,True
339,1.0,77.0,2.484941745438558,0,9693,1,12.0,,,False,True,False
340,1.0,40.0,2.0,0,7171,0,17.0,,,False,True,False
341,1.0,80.0,4.0,0,4461,1,,38.0,,False,True,False
342,1.0,93.0,2.0,1,987,0,,,52.0,True,False,False
343,1.0,45.0,0.0,0,3007,0,,,76.0,False,False,True
344,0.0,16.0,2.484941745438558,0,145,1,,,80.0,True,False,False
345,0.0,44.0,1.0,1,3550,0,,34.0,,False,True,False
346,0.0,30.0,1.0,0,4365,1,,18.0,,False,False,True
347,,2.0,2.0,0,8714,1,10.0,,,True,False,False
348,0.0,38.0,0.0,1,9269,1,,39.0,,True,False,False
349,1.0,51.0,0.0,0,5374,0,,18.0,,True,False,False
350,,100.0,1.0,0,3682,1,,39.0,,False,False,True
351,0.0,100.0,2.484941745438558,1,5011,1,,33.0,,True,False,False
352,,82.0,1.0,0,1775,1,,20.0,,True,False,False
353,0.0,86.0,2.0,1,7367,1,,33.0,,True,False,False
354,,78.0,5.0,0,8242,0,,,71.0,False,True,False
355,1.0,89.0,3.0,1,2920,1,,22.0,,False,False,True
356,1.0,55.0,4.0,0,297,1,,26.0,,True,False,False
357,0.0,77.0,1.0,0,1407,0,16.0,,,False,False,True
358,1.0,36.0,2.0,1,2187,1,,,73.0,True,False,False
359,0.0,54.0,4.0,1,2180,1,,,71.0,True,False,False
360,0.0,98.0,2.0,1,1720,1,,,71.0,True,False,False
361,0.0,28.0,0.0,0,3886,0,16.0,,,True,False,False
362,,100.0,0.0,1,3912,0,,,62.0,True,False,False
363,,15.0,2.484941745438558,0,4952,0,,35.0,,False,True,False
364,,65.0,2.0,0,8702,1,,,67.0,True,False,False
365,1.0,87.0,2.0,1,5297,1,,41.0,,False,False,True
366,,8.0,2.0,1,7608,1,,,68.0,True,False,False
367,1.0,20.0,3.0,0,7435,1,,25.0,,True,False,False
368,1.0,76.0,1.0,1,2388,1,,27.0,,False,True,False
369,0.0,10.0,3.0,0,1464,0,11.0,,,False,True,False
370,0.0,8.0,1.0,1,3204,1,,50.0,,False,True,False
371,,71.0,2.484941745438558,0,7345,0,,,71.0,False,True,False
372,,74.0,2.484941745438558,0,304,1,,,80.0,False,False,True
373,1.0,71.0,5.0,1,4098,1,,39.0,,False,True,False
374,1.0,86.0,3.0,0,4393,1,12.0,,,False,False,True
375,,5.0,0.0,0,4940,0,,31.0,,False,False,True
376,1.0,67.0,2.0,1,2368,0,,39.0,,False,False,True
377,0.0,100.0,2.484941745438558,1,1586,0,,,59.0,False,False,True
378,0.0,85.0,3.0,1,4982,1,,35.0,,False,True,False
379,0.0,13.0,4.0,0,3170,1,,27.0,,False,False,True
380,,35.0,2.0,1,5455,1,,,64.0,True,False,False
381,1.0,21.0,0.0,0,2325,1,,,73.0,True,False,False
382,1.0,71.0,2.0,0,9619,1,,,63.0,True,False,False
383,1.0,89.0,4.0,0,6167,0,,,75.0,False,True,False
384,0.0,59.0,3.0,0,2481,0,,18.0,,True,False,False
385,,98.0,1.0,0,9578,1,15.0,,,False,False,True
386,,97.0,5.0,0,554,1,,,71.0,True,False,False
387,,41.0,5.0,1,6909,0,,50.0,,False,True,False
388,1.0,67.0,0.0,1,895,0,,,79.0,True,False,False
389,0.0,83.0,2.484941745438558,0,4743,0,,38.0,,False,True,False
390,,87.0,0.0,0,6142,1,,35.0,,True,False,False
391,1.0,86.0,1.0,1,5003,0,,,78.0,False,True,False
392,0.0,92.0,3.0,1,6686,1,,22.0,,True,False,False
393,1.0,18.0,1.0,0,8125,0,,34.0,,False,True,False
394,,44.0,2.0,1,1080,1,,21.0,,False,True,False
395,,6.0,1.0,1,3300,0,,,57.0,True,False,False
396,1.0,45.0,3.0,0,2414,0,16.0,,,False,True,False
397,,19.0,5.0,0,5365,1,,,75.0,True,False,False
398,1.0,100.0,5.0,0,6820,1,,,53.0,False,False,True
399,0.0,28.0,0.0,0,125,1,17.0,,,False,True,False
400,0.0,65.0,4.0,0,3076,1,,28.0,,False,False,True
401,1.0,81.0,3.0,1,1991,1,,,71.0,True,False,False
402,1.0,11.0,0.0,0,6165,1,16.0,,,False,False,True
403,0.0,72.0,2.484941745438558,1,6479,1,,21.0,,False,True,False
404,,75.0,4.0,1,7138,0,,,66.0,True,False,False
405,,97.0,2.484941745438558,0,2982,1,,37.0,,False,True,False
406,0.0,40.0,3.0,0,4740,1,,,63.0,True,False,False
407,1.0,58.0,2.0,0,874,0,,,52.0,False,True,False
408,,47.0,5.0,0,1976,0,,,77.0,False,True,False
409,0.0,100.0,5.0,1,1402,1,,48.0,,False,False,True
410,0.0,47.0,2.0,1,8381,0,,32.0,,False,True,False
411,0.0,8.0,2.0,0,2033,1,,21.0,,False,True,False
412,,24.0,0.0,1,7595,1,,45.0,,True,False,False
413,,59.0,3.0,0,4141,1,,33.0,,False,True,False
414,0.0,71.0,3.0,0,5323,1,17.0,,,True,False,False
415,0.0,28.0,3.0,1,67,1,,,79.0,False,True,False
416,1.0,62.0,3.0,0,256,1,,19.0,,False,False,True
417,1.0,98.0,4.0,0,6312,0,,45.0,,True,False,False
418,1.0,48.0,4.0,0,783,1,11.0,,,False,True,False
419,,60.0,0.0,0,835,1,,49.0,,True,False,False
420,1.0,98.0,3.0,0,5143,1,,35.0,,False,True,False
421,,16.0,0.0,1,4470,0,,,71.0,True,False,False
422,0.0,16.0,3.0,1,8305,1,,,51.0,False,True,False
423,0.0,47.0,0.0,0,7675,1,,,66.0,False,False,True
424,0.0,76.0,2.0,0,6595,1,10.0,,,True,False,False
425,0.0,29.0,4.0,0,3435,1,,50.0,,False,False,True
426,1.0,100.0,2.0,1,463,0,,,52.0,False,False,True
427,0.0,18.0,0.0,1,8613,0,,,63.0,False,False,True
428,1.0,11.0,4.0,1,3705,1,,45.0,,False,False,True
